date,open,high,low,close,volume
2008-10-14,51.79,53.0,46.61,47.49,12060500
2008-10-15,45.79,46.3,41.98,42.060001,12907900
2008-10-16,42.2,43.060001,39.58,42.37,16082300
2008-10-17,41.39,42.91,39.0099983,39.32,18277600
2008-10-20,39.87,41.6,39.0,40.9,13386100
2008-10-21,40.4,41.35,38.52,38.83,14320400
2008-10-22,38.080002,38.34,35.68,36.52,13842100
2008-10-23,36.78,36.92,33.86,35.36,17648000
2008-10-24,32.02,34.49,31.95,33.3,13391800
2008-10-27,32.81,34.9,32.35,32.78,12798100
2008-10-28,34.14,35.36,32.0,34.95,12818200
2008-10-29,35.53,38.44,34.5,36.14,16072900
2008-10-30,37.33,37.94,36.25,37.37,8689300
2008-10-31,37.21,39.19,36.099998,38.2,9869200
2008-11-03,38.82,39.41,38.0,39.0099983,7617800
2008-11-04,40.39,42.43,39.83,42.25,11411400
2008-11-05,42.64,43.58,40.099998,40.4,14047600
2008-11-06,39.82,40.6,37.34,37.6,13289300
2008-11-07,38.49,39.4,37.35,38.45,9256600
2008-11-10,40.25,40.88,36.82,37.41,13844100
2008-11-11,36.88,38.3,36.57,36.87,12705800
2008-11-12,36.55,36.71,35.049999,35.080002,10751000
2008-11-13,35.6,39.54,34.4,39.41,17357500
2008-11-14,38.51,39.39,36.71,36.96,11991200
2008-11-17,36.71,37.75,35.3,35.7,9379100
2008-11-18,35.33,36.3,34.73,36.19,12275800
2008-11-19,36.099998,36.42,33.8,33.87,10596400
2008-11-20,33.37,35.56,32.23,32.84,19824100
2008-11-21,33.66,34.85,32.099998,34.67,16836200
2008-11-24,36.49,36.94,34.6,36.34,16864600
2008-11-25,36.87,37.62,35.66,37.27,12915500
2008-11-26,36.0,39.35,35.7,39.33,11110900
2008-11-28,39.2,41.18,39.2,40.99,5429800
2008-12-01,38.92,38.92,36.37,36.58,13152700
2008-12-02,37.3,38.24,36.53,38.0,10440200
2008-12-03,37.39,40.060001,36.93,39.65,14289200
2008-12-04,39.099998,39.39,36.91,37.52,11379200
2008-12-05,37.049999,38.65,36.69,38.26,14260300
2008-12-08,40.83,44.040001,40.4,42.42,25502000
2008-12-09,42.049999,44.16,41.26,42.38,15381700
2008-12-10,43.25,44.95,42.9,43.67,15423400
2008-12-11,43.0099983,44.89,41.7,42.2,12132100
2008-12-12,40.049999,42.47,40.0,42.080002,10389000
2008-12-15,42.57,43.060001,41.5,42.21,8065200
2008-12-16,42.73,43.9,41.12,43.8,11652300
2008-12-17,43.35,45.7,43.0099983,44.65,9688000
2008-12-18,45.43,45.49,42.0099983,42.16,12694700
2008-12-19,42.72,43.17,41.91,42.69,13271200
2008-12-22,43.12,43.49,40.82,41.78,9148600
2008-12-23,42.080002,42.27,40.65,41.13,6449900
2008-12-24,41.27,42.12,41.0,41.91,2110200
2008-12-26,41.98,42.91,41.9,42.72,2855200
2008-12-29,42.71,43.3,41.71,42.34,4973200
2008-12-30,42.57,43.75,42.0099983,43.66,5060400
2008-12-31,43.7,45.099998,43.7,44.67,6277400
2009-01-02,44.91,46.98,44.71,46.91,7117200
2009-01-05,46.9,47.12,45.81,46.080002,11098700
2009-01-06,46.79,46.8,45.41,45.8,10863400
2009-01-07,45.22,45.6,43.2,43.67,9026500
2009-01-08,42.93,44.11,42.52,44.02,9384200
2009-01-09,43.91,44.060001,42.25,43.2,8872300
2009-01-12,43.0,43.099998,40.63,41.19,9583700
2009-01-13,41.11,41.89,40.55,41.4,9281600
2009-01-14,40.0,40.34,38.25,39.35,17261700
2009-01-15,39.16,39.98,37.29,39.39,15448300
2009-01-16,40.59,40.59,38.060001,39.55,12890100
2009-01-20,39.15,39.63,38.0,38.32,11889900
2009-01-21,39.27,39.71,37.72,39.55,10287000
2009-01-22,38.89,39.0,36.33,37.23,19268200
2009-01-23,35.99,37.23,35.0099983,35.66,22677400
2009-01-26,33.6,34.24,31.7,32.67,47390400
2009-01-27,33.24,33.42,32.099998,32.32,20354500
2009-01-28,33.26,33.51,32.62,33.0,13466700
2009-01-29,32.61,32.66,31.63,31.85,14575000
2009-01-30,31.58,31.73,30.059999,30.85,20956900
2009-02-02,30.1,30.8,29.6,30.29,16966700
2009-02-03,29.81,31.030001,29.81,29.99,18880200
2009-02-04,30.44,31.57,30.2,30.6,17419200
2009-02-05,30.35,32.09,30.2,31.61,17793300
2009-02-06,32.38,33.85,32.21,33.28,17010100
2009-02-09,33.47,33.6,32.4,32.72,9063700
2009-02-10,32.86,33.31,30.61,30.92,17205600
2009-02-11,31.35,31.93,30.65,31.13,10544900
2009-02-12,30.75,31.09,30.030001,31.02,13662000
2009-02-13,31.41,31.84,30.85,30.94,10182000
2009-02-17,30.3,30.5,28.52,28.98,22207000
2009-02-18,29.16,29.22,27.77,28.44,17863600
2009-02-19,28.95,28.98,26.86,27.02,17837600
2009-02-20,26.14,27.27,26.02,26.66,19735100
2009-02-23,27.26,27.26,25.059999,25.12,16294800
2009-02-24,25.25,26.32,24.42,26.040001,22352400
2009-02-25,26.040001,26.049999,24.36,25.030001,17736700
2009-02-26,25.4,25.72,24.15,24.23,14299600
2009-02-27,23.75,25.23,23.5,24.61,16872900
2009-03-02,24.07,24.2,22.030001,22.17,21017600
2009-03-03,22.65,23.29,21.71,22.47,22397200
2009-03-04,23.81,26.39,23.66,25.44,37251600
2009-03-05,24.7,24.7,23.18,23.49,21400000
2009-03-06,23.9,24.91,22.52,23.23,19993500
2009-03-09,22.88,24.86,22.72,23.92,19510700
2009-03-10,24.76,26.97,24.53,26.51,22468000
2009-03-11,26.97,27.13,25.66,26.31,15780700
2009-03-12,26.21,27.17,25.27,27.02,13783900
2009-03-13,27.44,27.61,26.02,26.78,10861300
2009-03-16,27.07,27.4,26.28,26.42,13215200
2009-03-17,26.51,26.85,25.67,26.83,14259900
2009-03-18,26.24,27.93,25.7,27.47,17978500
2009-03-19,27.97,28.85,27.77,28.41,17542700
2009-03-20,28.63,28.9,26.73,27.07,16531300
2009-03-23,28.14,29.65,27.53,29.63,14463000
2009-03-24,29.54,30.33,28.54,29.4,13690200
2009-03-25,30.14,30.99,27.69,28.91,20700600
2009-03-26,29.57,30.98,29.45,30.78,16161100
2009-03-27,30.2,30.74,29.75,30.35,11277500
2009-03-30,29.34,29.5,27.049999,27.53,15827700
2009-03-31,28.16,28.45,27.44,27.96,13405900
2009-04-01,27.5,29.52,27.44,28.99,15308300
2009-04-02,30.29,31.98,30.0,31.54,21643000
2009-04-03,31.6,32.7,30.92,32.15,13674000
2009-04-06,31.72,32.0,30.23,31.31,11067500
2009-04-07,30.39,30.5,29.38,29.45,13156900
2009-04-08,29.77,30.35,28.88,29.57,12817200
2009-04-09,30.51,32.7,30.51,32.52,18171400
2009-04-13,32.25,33.56,31.48,33.16,12458400
2009-04-14,32.67,33.94,32.41,32.7,11034600
2009-04-15,32.6,33.2,32.07,33.02,11224800
2009-04-16,32.5,33.12,31.33,32.71,16226000
2009-04-17,32.68,32.72,31.21,32.29,14723000
2009-04-20,31.62,31.62,30.17,30.48,14373800
2009-04-21,28.98,31.7,28.5,31.39,29526100
2009-04-22,31.56,34.92,31.4,32.45,29665400
2009-04-23,32.73,32.74,31.47,32.45,16288600
2009-04-24,32.65,34.19,32.24,33.63,15805800
2009-04-27,32.73,34.099998,32.69,33.39,9647500
2009-04-28,33.0,33.55,32.4,32.78,8480400
2009-04-29,33.17,34.15,33.0,33.69,11981200
2009-04-30,34.42,36.4,34.35,35.58,20103300
2009-05-01,35.87,37.71,35.65,37.26,14113400
2009-05-04,37.93,38.92,37.6,38.48,14399700
2009-05-05,38.35,39.58,38.25,39.41,13609800
2009-05-06,39.94,40.64,38.41,40.0,14755200
2009-05-07,40.54,40.96,37.21,37.92,16972200
2009-05-08,38.49,39.92,38.28,39.64,15556000
2009-05-11,38.75,39.080002,38.07,38.43,9486400
2009-05-12,38.74,39.0,37.13,38.060001,11919800
2009-05-13,36.97,37.029999,35.78,36.080002,13415600
2009-05-14,35.87,36.78,35.38,36.07,12056100
2009-05-15,36.060001,36.95,35.15,35.74,14010000
2009-05-18,36.53,37.82,36.11,37.78,11012400
2009-05-19,38.29,38.5,37.54,37.67,10539200
2009-05-20,38.09,39.3,37.17,37.3,13806100
2009-05-21,36.76,37.0099983,35.37,35.54,14108000
2009-05-22,36.049999,36.099998,34.18,34.31,14292900
2009-05-26,34.38,35.84,34.029999,35.0,13792600
2009-05-27,35.5,35.59,34.85,35.049999,13517600
2009-05-28,34.79,34.8,33.44,34.59,15118800
2009-05-29,34.96,35.62,34.79,35.46,11076700
2009-06-01,36.37,37.73,36.35,37.55,14336900
2009-06-02,37.51,37.95,37.19,37.45,7734900
2009-06-03,37.0,37.21,36.23,36.66,9236400
2009-06-04,36.86,38.22,36.28,38.02,11317900
2009-06-05,38.52,38.76,37.34,38.47,15819100
2009-06-08,38.029999,38.88,36.9,38.57,13725300
2009-06-09,38.5,38.9,37.9,38.24,10475400
2009-06-10,38.74,38.75,36.93,37.62,14923900
2009-06-11,37.79,38.29,37.25,37.61,10273800
2009-06-12,37.47,37.77,37.02,37.73,8567400
2009-06-15,37.0099983,37.09,35.87,36.12,10456700
2009-06-16,36.46,36.97,35.39,35.56,12501500
2009-06-17,35.2,35.27,33.75,34.8,15381900
2009-06-18,34.92,34.93,33.55,34.080002,16245700
2009-06-19,34.45,34.6,33.45,33.65,14484700
2009-06-22,33.46,33.49,32.0099983,32.36,14197900
2009-06-23,32.47,33.15,32.14,33.0,10935700
2009-06-24,33.52,34.36,33.13,33.4,10348300
2009-06-25,33.92,34.79,33.18,34.49,11633400
2009-06-26,34.54,35.2,34.099998,34.56,12586700
2009-06-29,34.86,35.3,34.15,34.74,6831400
2009-06-30,34.69,34.74,32.99,33.040001,16878900
2009-07-01,33.48,34.15,33.15,33.19,11585100
2009-07-02,32.79,32.79,31.74,31.74,13560800
2009-07-06,31.57,31.83,30.96,31.7,10887100
2009-07-07,31.62,31.77,30.24,30.29,14612100
2009-07-08,30.49,30.71,30.01,30.58,15867800
2009-07-09,31.15,31.34,30.58,30.65,10181900
2009-07-10,30.4,30.65,30.030001,30.53,10456100
2009-07-13,30.81,31.8,30.25,31.8,11100500
2009-07-14,31.5,31.96,31.22,31.93,10124900
2009-07-15,32.39,33.97,32.39,33.84,18065800
2009-07-16,33.6,34.26,33.14,34.15,10224700
2009-07-17,33.98,34.3,33.79,33.99,8814500
2009-07-20,35.32,36.75,35.25,36.65,21979800
2009-07-21,40.81,41.45,38.040001,39.46,62789300
2009-07-22,38.47,39.39,38.099998,38.66,16656500
2009-07-23,38.76,41.5,38.6,41.26,19367900
2009-07-24,40.93,42.080002,40.25,42.0,17007900
2009-07-27,41.85,42.99,41.55,42.86,14323100
2009-07-28,42.34,43.58,41.9,42.9,16693600
2009-07-29,42.54,42.55,41.3,41.83,12387200
2009-07-30,42.65,43.87,42.61,43.41,14918100
2009-07-31,43.26,44.47,43.0,44.060001,11731800
2009-08-03,44.68,45.49,44.34,45.12,12258800
2009-08-04,45.45,47.95,45.35,47.89,25328500
2009-08-05,47.76,48.080002,46.43,46.64,15593200
2009-08-06,47.12,47.8,46.56,47.14,12246500
2009-08-07,47.95,48.22,47.42,47.78,15352200
2009-08-10,47.59,48.2,46.59,47.15,11555300
2009-08-11,46.77,46.8,45.029999,46.28,13091100
2009-08-12,45.9,48.049999,45.6,47.58,11464600
2009-08-13,48.02,48.060001,46.64,47.17,9605800
2009-08-14,47.17,47.25,45.44,46.0,9107200
2009-08-17,44.75,44.75,43.28,43.95,11384300
2009-08-18,44.2,45.28,44.060001,45.11,8892000
2009-08-19,44.0,45.75,43.6,45.17,9045000
2009-08-20,44.93,45.64,44.66,45.5,6887900
2009-08-21,46.029999,47.33,45.62,47.3,12327500
2009-08-24,47.9,48.93,47.34,47.56,9772600
2009-08-25,47.79,48.33,47.36,47.83,9574900
2009-08-26,47.71,47.76,46.75,47.25,7900100
2009-08-27,47.0,47.36,45.92,47.080002,8307200
2009-08-28,47.58,48.0,46.26,46.71,7568400
2009-08-31,45.77,45.9,44.9,45.31,10475100
2009-09-01,44.9,46.51,43.74,43.84,13899800
2009-09-02,43.84,44.040001,43.19,43.51,8886000
2009-09-03,44.31,45.12,43.63,45.040001,8784300
2009-09-04,45.029999,46.32,44.84,46.11,7398500
2009-09-08,46.9,47.27,46.36,46.97,7448100
2009-09-09,47.040001,48.75,46.5,48.41,12361900
2009-09-10,48.13,48.75,47.63,48.69,8196200
2009-09-11,48.72,49.11,47.81,48.53,9760200
2009-09-14,48.02,49.099998,47.75,48.77,6909200
2009-09-15,49.11,52.12,48.65,51.7,20593500
2009-09-16,52.31,52.94,51.94,52.62,12789100
2009-09-17,52.59,54.47,52.51,53.89,15284900
2009-09-18,54.11,54.49,52.94,53.42,12397800
2009-09-21,52.68,53.43,51.82,52.46,10109400
2009-09-22,52.99,54.43,52.86,54.34,11179500
2009-09-23,54.43,54.71,53.11,53.14,9615400
2009-09-24,53.28,53.8,51.099998,51.85,11799300
2009-09-25,52.17,52.72,51.049999,51.2,10786700
2009-09-28,51.75,52.4,51.25,52.18,6040400
2009-09-29,52.23,52.89,51.49,51.6,7536500
2009-09-30,52.2,52.47,50.37,51.33,10647200
2009-10-01,50.82,51.09,49.3,49.45,12845600
2009-10-02,48.68,49.45,47.5,48.83,10681200
2009-10-05,49.2,50.8,49.049999,50.75,8668000
2009-10-06,51.4,52.39,50.69,51.7,9776300
2009-10-07,51.25,52.080002,51.25,51.9,7437300
2009-10-08,52.53,53.26,51.76,53.09,11193400
2009-10-09,52.51,53.7,52.31,53.64,8049900
2009-10-12,53.99,54.0,52.81,53.049999,6686100
2009-10-13,52.9,53.19,52.080002,52.74,6511700
2009-10-14,53.52,54.51,53.049999,54.51,9191300
2009-10-15,54.0,54.79,53.51,54.77,7367400
2009-10-16,54.11,54.75,53.62,54.57,8837900
2009-10-19,54.89,58.2,54.86,57.85,18786400
2009-10-20,61.17,61.28,58.37,59.61,33896900
2009-10-21,59.049999,60.12,58.23,58.4,17064300
2009-10-22,57.8,58.9,56.3,58.74,11376500
2009-10-23,58.61,59.59,57.43,57.6,8775700
2009-10-26,57.99,59.080002,56.83,57.07,9793200
2009-10-27,56.9,57.6,56.39,56.69,10948800
2009-10-28,56.22,57.060001,54.42,54.43,12086300
2009-10-29,55.3,57.34,55.02,57.25,9873200
2009-10-30,57.09,57.9,54.64,55.060001,12047400
2009-11-02,55.7,56.72,54.26,55.49,9967300
2009-11-03,54.98,56.73,54.64,56.46,7770500
2009-11-04,56.93,57.83,56.099998,56.22,8643700
2009-11-05,56.74,58.09,56.59,57.99,6843500
2009-11-06,57.38,58.2,56.54,57.6,6160600
2009-11-09,58.38,60.09,58.24,60.0,12250500
2009-11-10,59.83,60.33,59.07,59.96,8872900
2009-11-11,60.76,60.82,59.47,60.060001,7496100
2009-11-12,59.83,60.12,58.18,58.57,7588100
2009-11-13,58.85,59.25,58.2,58.78,6442100
2009-11-16,59.5,60.9,59.25,60.4,8333600
2009-11-17,60.049999,60.17,59.049999,59.88,7096000
2009-11-18,59.96,60.14,59.0,59.41,6626100
2009-11-19,58.72,58.74,57.6,58.61,8235500
2009-11-20,58.099998,58.24,57.040001,57.95,8698100
2009-11-23,58.96,59.83,57.96,58.14,9476000
2009-11-24,58.11,58.37,57.24,58.0,6625800
2009-11-25,58.02,59.34,57.45,59.040001,6236500
2009-11-27,57.040001,58.33,56.75,57.45,5189600
2009-11-30,57.82,58.51,57.31,58.39,9718500
2009-12-01,59.24,60.25,59.049999,59.68,9823800
2009-12-02,59.85,60.080002,58.55,58.94,7872000
2009-12-03,59.12,60.0,58.0,58.2,7593300
2009-12-04,59.13,59.62,57.26,58.3,10448100
2009-12-07,58.42,58.42,57.31,57.56,6834500
2009-12-08,57.14,57.19,56.25,56.38,6480000
2009-12-09,56.36,56.59,55.4,56.18,8552300
2009-12-10,56.91,57.27,56.51,56.94,6303900
2009-12-11,57.24,57.65,56.64,57.51,5364700
2009-12-14,58.0,58.45,57.75,58.3,4585300
2009-12-15,58.22,58.44,57.8,58.2,4950100
2009-12-16,58.43,58.85,58.0,58.23,6738800
2009-12-17,57.93,57.99,57.0099983,57.53,5700400
2009-12-18,58.07,58.099998,56.72,57.19,7236400
2009-12-21,57.56,57.93,57.3,57.6,5339700
2009-12-22,57.56,57.98,57.32,57.89,4280000
2009-12-23,58.049999,58.57,57.89,58.32,4047700
2009-12-24,58.35,58.63,58.19,58.33,1507800
2009-12-28,58.5,58.68,58.17,58.51,3789800
2009-12-29,58.57,58.74,58.13,58.18,2879300
2009-12-30,57.98,58.22,57.75,58.049999,3479800
2009-12-31,57.6,57.96,56.99,56.99,3859700
2010-01-04,57.65,59.19,57.51,58.55,7325600
2010-01-05,58.55,59.44,58.23,59.25,5697200
2010-01-06,59.18,59.93,59.049999,59.43,4718800
2010-01-07,59.3,59.9,58.65,59.67,5432900
2010-01-08,59.25,60.37,59.25,60.34,6651300
2010-01-11,60.95,64.42,60.85,64.13,21958800
2010-01-12,63.0099983,63.16,61.18,62.24,13561900
2010-01-13,62.099998,62.78,61.38,62.33,8398700
2010-01-14,62.099998,62.84,61.75,61.98,6224100
2010-01-15,61.45,61.67,60.0099983,60.12,9397000
2010-01-19,59.76,61.2,59.35,60.93,8056500
2010-01-20,60.17,60.43,59.31,59.76,6953500
2010-01-21,59.5,59.9,56.7,56.85,13874900
2010-01-22,56.58,57.54,54.02,54.25,14757600
2010-01-25,55.16,56.19,54.83,55.14,9777300
2010-01-26,54.99,56.94,54.6,55.85,15218300
2010-01-27,52.96,53.84,51.029999,53.44,34041000
2010-01-28,53.82,53.83,51.2,51.86,15623100
2010-01-29,52.78,53.78,52.0,52.24,13962000
2010-02-01,52.82,53.5,52.5,52.94,7159100
2010-02-02,53.48,53.72,52.62,53.55,7665400
2010-02-03,53.2,54.0,53.099998,53.39,6340800
2010-02-04,52.8,52.86,51.38,51.4,11640200
2010-02-05,51.21,51.98,50.69,51.75,15988800
2010-02-08,51.64,52.15,50.5,50.78,8668700
2010-02-09,52.7,54.25,52.55,53.53,15494200
2010-02-10,53.65,54.049999,52.45,53.15,8581500
2010-02-11,53.099998,56.27,52.67,56.15,16405500
2010-02-12,55.09,56.55,54.61,56.2,13447700
2010-02-16,56.77,57.24,56.19,57.12,7364200
2010-02-17,58.049999,58.35,57.22,57.5,8450800
2010-02-18,57.15,58.049999,56.85,57.81,6844000
2010-02-19,57.59,58.48,57.31,58.25,8005800
2010-02-22,58.73,58.97,58.0,58.029999,6994800
2010-02-23,57.89,58.38,56.22,56.66,10311000
2010-02-24,56.67,57.46,56.46,56.96,5810100
2010-02-25,55.33,57.02,54.21,56.79,9965600
2010-02-26,56.94,57.24,56.099998,57.049999,6108500
2010-03-01,57.33,58.39,57.25,57.85,8398500
2010-03-02,58.28,58.82,58.02,58.15,6583600
2010-03-03,58.45,59.93,58.39,58.57,8833800
2010-03-04,58.79,59.0,57.81,58.45,6195600
2010-03-05,59.41,59.58,58.9,59.23,6626900
2010-03-08,59.47,59.49,58.57,58.91,4755100
2010-03-09,58.46,59.72,58.4,59.18,7692500
2010-03-10,59.11,59.5,58.43,58.78,6529900
2010-03-11,58.79,58.98,57.92,58.9,6166500
2010-03-12,59.53,60.49,59.35,60.36,9688800
2010-03-15,60.040001,60.25,58.38,59.47,7906700
2010-03-16,59.65,59.68,58.84,59.45,7281000
2010-03-17,59.65,60.5,59.49,60.22,7925400
2010-03-18,59.61,60.39,59.34,59.77,7204200
2010-03-19,59.37,60.31,58.95,59.37,9425500
2010-03-22,58.7,60.27,58.66,59.95,7512500
2010-03-23,60.099998,62.51,60.0099983,62.41,14315300
2010-03-24,61.96,62.54,61.42,62.060001,11447400
2010-03-25,62.68,63.71,62.049999,62.14,11361900
2010-03-26,62.4,63.18,61.99,62.44,7887300
2010-03-29,62.76,63.6,62.76,63.48,6986500
2010-03-30,63.38,63.63,62.81,63.16,6183200
2010-03-31,62.76,63.5,62.63,62.85,6660800
2010-04-01,63.29,64.2,63.29,63.99,7829300
2010-04-05,64.36,65.0,64.2,64.99,6695600
2010-04-06,64.81,65.47,64.57,65.29,6389000
2010-04-07,65.25,65.38,64.0,64.47,6973000
2010-04-08,64.050003,64.65,63.55,64.48,5418000
2010-04-09,64.9,65.52,64.82,65.27,6022900
2010-04-12,65.93,67.0,65.76,66.73,11837000
2010-04-13,66.7,67.25,66.16,66.19,7001400
2010-04-14,66.37,67.37,66.2,67.28,5497400
2010-04-15,67.16,68.71,67.16,68.22,7129500
2010-04-16,68.050003,68.23,66.34,66.88,10385300
2010-04-19,66.6,67.7,65.77,66.99,7969400
2010-04-20,67.71,68.3,67.4,67.5,7695400
2010-04-21,67.74,67.92,66.7,67.75,6357500
2010-04-22,66.67,67.65,65.97,67.51,8718700
2010-04-23,67.2,68.95,66.99,68.78,9044500
2010-04-26,70.88,72.83,70.65,71.65,20131900
2010-04-27,71.25,71.58,68.28,68.53,14323100
2010-04-28,69.43,70.27,68.6,68.97,8232800
2010-04-29,69.96,70.76,69.62,70.75,7916800
2010-04-30,70.99,71.36,67.82,68.089996,9428100
2010-05-03,68.37,70.16,68.089996,69.94,7885900
2010-05-04,68.56,68.56,66.25,66.7,12558100
2010-05-05,65.86,67.44,64.080002,65.96,11419500
2010-05-06,65.85,66.94,58.8,63.5,19363500
2010-05-07,63.049999,64.45,60.64,62.099998,15724700
2010-05-10,65.88,67.0,65.19,66.69,11852100
2010-05-11,65.18,66.98,65.0,66.07,7481300
2010-05-12,66.66,68.3,66.6,68.15,7791600
2010-05-13,68.15,68.4,66.67,66.91,6531000
2010-05-14,65.96,66.19,63.91,64.88,9938400
2010-05-17,65.010002,65.74,61.99,63.78,11881200
2010-05-18,64.91,65.53,62.85,63.19,9594300
2010-05-19,62.94,63.17,59.28,61.44,18582700
2010-05-20,59.07,60.41,58.0,58.67,22798500
2010-05-21,57.3,60.5,57.2,60.09,15889900
2010-05-24,60.060001,61.11,59.09,59.22,11176700
2010-05-25,56.35,59.36,55.74,59.21,13793600
2010-05-26,59.63,61.4,59.25,59.73,11566900
2010-05-27,61.36,62.12,60.82,62.060001,9555100
2010-05-28,62.42,62.42,60.049999,60.76,7704900
2010-06-01,60.040001,61.64,59.22,59.27,8340800
2010-06-02,59.9,60.9,59.28,60.86,9453500
2010-06-03,62.29,62.36,60.42,61.11,8982700
2010-06-04,59.49,60.2,57.36,57.76,10279600
2010-06-07,58.0099983,58.28,55.8,55.83,8904600
2010-06-08,56.0099983,57.18,54.89,56.61,11604900
2010-06-09,57.49,58.85,56.59,56.81,9749300
2010-06-10,58.31,60.0,58.0,59.95,9704700
2010-06-11,59.22,60.24,58.99,60.23,7341400
2010-06-14,61.42,62.56,60.88,61.0,9783000
2010-06-15,61.8,63.56,61.5,63.46,11870300
2010-06-16,62.91,64.52,62.73,64.39,10561900
2010-06-17,64.63,64.99,63.67,64.95,10574600
2010-06-18,65.13,65.9,64.57,65.85,11005600
2010-06-21,67.56,68.35,65.55,66.07,11652400
2010-06-22,66.3,66.48,63.88,64.11,8659600
2010-06-23,64.059998,64.87,62.64,64.33,9037100
2010-06-24,63.81,64.45,63.049999,63.37,8658200
2010-06-25,63.54,64.71,62.92,64.71,12068800
2010-06-28,64.45,65.3,64.010002,64.4,6836700
2010-06-29,62.74,62.86,60.25,60.85,13057100
2010-06-30,61.02,61.94,59.91,60.07,9630300
2010-07-01,59.67,60.7,58.060001,59.97,11598200
2010-07-02,60.3,60.66,58.62,59.18,7878200
2010-07-06,60.6,61.65,59.21,59.81,9357300
2010-07-07,59.85,62.27,59.67,62.18,7592900
2010-07-08,63.080002,63.35,62.18,63.17,6058800
2010-07-09,63.12,64.85,63.0,64.72,6456900
2010-07-12,64.5,65.099998,63.87,64.28,4915400
2010-07-13,65.88,67.36,65.31,66.79,10081500
2010-07-14,66.35,66.91,65.52,66.7,6851200
2010-07-15,66.38,66.59,65.36,66.51,8101700
2010-07-16,65.76,65.79,63.75,63.94,8504100
2010-07-19,64.36,65.23,63.56,64.8,6826400
2010-07-20,63.56,66.77,63.56,66.43,9468600
2010-07-21,66.99,68.050003,66.19,66.87,11432400
2010-07-22,67.41,68.62,66.46,68.0,15905800
2010-07-23,67.5,69.64,67.33,69.31,8865900
2010-07-26,69.41,70.080002,69.080002,69.99,8878400
2010-07-27,70.18,70.18,68.089996,69.18,11948000
2010-07-28,68.7,69.85,68.7,69.72,7609900
2010-07-29,69.84,70.29,68.21,69.4,7671300
2010-07-30,68.39,70.25,68.39,69.75,7218100
2010-08-02,70.74,71.7,70.07,71.050003,6304100
2010-08-03,70.57,71.029999,69.88,70.37,5878900
2010-08-04,70.28,71.47,70.28,71.12,6204800
2010-08-05,70.82,72.25,70.81,71.96,7415000
2010-08-06,71.010002,71.93,70.3,71.56,5463400
2010-08-09,72.059998,72.18,71.42,72.07,3625400
2010-08-10,70.88,71.99,70.58,71.42,6082400
2010-08-11,70.010002,70.16,68.35,68.71,9221200
2010-08-12,67.5,68.0,66.78,67.5,7639900
2010-08-13,67.74,68.46,67.21,68.010002,6659300
2010-08-16,67.62,68.98,67.059998,68.49,5432500
2010-08-17,69.44,70.76,69.3,69.74,5946900
2010-08-18,69.82,70.44,69.059998,69.75,4988000
2010-08-19,69.87,70.5,68.42,69.29,9625400
2010-08-20,69.4,69.54,67.46,68.86,8022000
2010-08-23,68.7,69.75,66.72,66.84,8878600
2010-08-24,65.59,65.84,64.31,65.040001,9669800
2010-08-25,64.29,64.98,63.34,64.7,8679500
2010-08-26,64.83,65.82,63.77,63.95,7075100
2010-08-27,64.76,66.15,63.36,65.9,7486300
2010-08-30,66.14,66.16,64.46,64.47,5133900
2010-08-31,64.14,65.85,63.92,65.16,6760700
2010-09-01,67.050003,68.54,66.35,68.16,9071200
2010-09-02,68.35,68.79,67.75,68.54,5293400
2010-09-03,69.95,70.59,69.54,70.080002,7837700
2010-09-07,69.78,70.050003,68.8,69.7,6841700
2010-09-08,69.98,71.48,69.95,70.74,6323200
2010-09-09,71.56,71.83,70.010002,70.64,5355900
2010-09-10,70.93,71.56,70.37,71.26,5018300
2010-09-13,71.96,72.48,71.71,72.24,7694600
2010-09-14,72.28,72.37,71.57,71.83,6040400
2010-09-15,71.38,72.27,70.8,72.13,5506100
2010-09-16,71.92,72.35,71.28,72.0,6233000
2010-09-17,72.22,73.31,71.089996,73.18,11341800
2010-09-20,73.26,74.8,72.88,74.75,8886300
2010-09-21,74.79,77.11,74.72,76.39,14968300
2010-09-22,76.25,76.5,75.5,76.18,8386100
2010-09-23,75.42,77.5,75.0,76.26,8745800
2010-09-24,77.8,79.93,77.62,79.73,14218600
2010-09-27,79.7,79.98,78.9,79.54,8361900
2010-09-28,79.44,79.94,78.43,79.67,7784800
2010-09-29,79.6,80.0,79.42,79.99,7939900
2010-09-30,80.040001,80.080002,78.21,78.68,11940800
2010-10-01,78.29,78.88,77.53,78.22,8540800
2010-10-04,78.019997,78.26,76.51,77.27,6418700
2010-10-05,78.48,79.76,78.2,79.4,7140300
2010-10-06,79.6,79.9,78.48,79.080002,6252200
2010-10-07,79.46,79.79,77.85,78.74,8978100
